timestep,agent,x-coord,y-coord
134,-1,43,26
134,0,43,27
134,1,42,28
134,2,43,27
134,3,42,28
134,4,43,25
134,5,41,27
134,6,41,27
134,7,41,27
134,8,27,4
134,9,42,27
134,10,34,12
134,11,42,27
135,-1,44,26
135,0,42,27
135,1,42,27
135,2,42,27
135,3,42,27
135,4,43,26
135,5,42,27
135,6,42,27
135,7,42,27
135,8,26,4
135,9,42,26
135,10,34,13
135,11,42,28
136,-1,43,26
136,0,41,27
136,1,42,26
136,2,41,27
136,3,42,26
136,4,43,27
136,5,43,27
136,6,43,27
136,7,42,26
136,8,26,3
136,9,42,27
136,10,34,12
136,11,42,27
137,-1,44,26
137,0,42,27
137,1,42,27
137,2,42,27
137,3,42,27
137,4,42,27
137,5,43,26
137,6,42,27
137,7,42,27
137,8,26,4
137,9,42,28
137,10,35,12
137,11,43,27
138,-1,44,26
138,0,42,28
138,1,42,28
138,2,42,28
138,3,42,28
138,4,42,26
138,5,42,26
138,6,41,27
138,7,42,28
138,8,26,5
138,9,42,27
138,10,36,12
138,11,42,27
139,-1,44,26
139,0,42,27
139,1,42,27
139,2,43,28
139,3,42,27
139,4,42,27
139,5,42,27
139,6,42,27
139,7,42,27
139,8,26,4
139,9,43,27
139,10,36,13
139,11,41,27
140,-1,45,26
140,0,42,26
140,1,42,26
140,2,42,28
140,3,42,28
140,4,42,28
140,5,42,28
140,6,43,27
140,7,42,26
140,8,26,3
140,9,42,27
140,10,35,13
140,11,42,27
141,-1,44,26
141,0,42,27
141,1,42,27
141,2,42,27
141,3,42,29
141,4,42,27
141,5,42,27
141,6,43,26
141,7,42,25
141,8,27,3
141,9,42,28
141,10,35,14
141,11,43,27
142,-1,44,25
142,0,42,28
142,1,42,28
142,2,41,27
142,3,42,30
142,4,42,26
142,5,41,27
142,6,44,26
142,7,42,24
142,8,28,3
142,9,42,29
142,10,35,15
142,11,42,27
143,-1,44,25
143,0,42,27
143,1,42,27
143,2,41,26
143,3,42,29
143,4,42,25
143,5,42,27
143,6,43,26
143,7,42,23
143,8,29,3
143,9,42,28
143,10,35,16
143,11,41,27
144,-1,44,25
144,0,42,26
144,1,42,26
144,2,41,25
144,3,42,30
144,4,42,24
144,5,42,26
144,6,44,26
144,7,42,22
144,8,28,3
144,9,42,29
144,10,35,17
144,11,42,27
145,-1,45,25
145,0,42,25
145,1,42,27
145,2,41,24
145,3,42,31
145,4,42,23
145,5,42,25
145,6,43,26
145,7,42,23
145,8,29,3
145,9,42,30
145,10,35,16
145,11,43,27
146,-1,44,25
146,0,42,26
146,1,42,28
146,2,41,23
146,3,42,32
146,4,42,22
146,5,42,24
146,6,43,27
146,7,42,22
146,8,30,3
146,9,43,30
146,10,35,15
146,11,42,27
147,-1,43,24
147,0,43,26
147,1,42,27
147,2,41,22
147,3,42,33
147,4,42,21
147,5,43,24
147,6,44,27
147,7,42,21
147,8,31,3
147,9,43,31
147,10,36,15
147,11,42,26
148,-1,42,24
148,0,43,25
148,1,42,26
148,2,41,21
148,3,42,34
148,4,42,22
148,5,43,23
148,6,43,27
148,7,42,20
148,8,30,3
148,9,43,32
148,10,36,14
148,11,42,27
149,-1,41,24
149,0,44,25
149,1,42,27
149,2,42,21
149,3,42,33
149,4,42,21
149,5,43,22
149,6,42,27
149,7,41,20
149,8,31,3
149,9,43,33
149,10,36,13
149,11,42,28
150,-1,40,24
150,0,44,26
150,1,42,28
150,2,42,20
150,3,42,34
150,4,42,20
150,5,43,21
150,6,43,27
150,7,41,19
150,8,31,2
150,9,43,34
150,10,37,13
150,11,42,27
151,-1,39,24
151,0,44,25
151,1,42,27
151,2,42,19
151,3,42,35
151,4,42,19
151,5,42,21
151,6,42,27
151,7,40,19
151,8,32,2
151,9,43,33
151,10,37,12
151,11,42,26
152,-1,38,24
152,0,44,26
152,1,42,26
152,2,42,18
152,3,42,36
152,4,41,19
152,5,42,20
152,6,41,27
152,7,40,18
152,8,33,2
152,9,43,34
152,10,38,12
152,11,42,27
153,-1,38,23
153,0,43,26
153,1,42,27
153,2,42,17
153,3,42,37
153,4,42,19
153,5,41,20
153,6,42,27
153,7,39,18
153,8,34,2
153,9,43,35
153,10,37,12
153,11,42,28
154,-1,38,22
154,0,43,27
154,1,42,28
154,2,42,16
154,3,42,38
154,4,42,20
154,5,41,19
154,6,41,27
154,7,38,18
154,8,35,2
154,9,43,36
154,10,38,12
154,11,42,27
155,-1,38,21
155,0,43,28
155,1,42,27
155,2,42,15
155,3,42,39
155,4,42,19
155,5,41,18
155,6,42,27
155,7,38,17
155,8,36,2
155,9,43,37
155,10,39,12
155,11,42,26
156,-1,39,21
156,0,42,28
156,1,42,26
156,2,42,14
156,3,42,40
156,4,41,19
156,5,40,18
156,6,43,27
156,7,38,16
156,8,37,2
156,9,43,38
156,10,39,11
156,11,42,27
157,-1,40,21
157,0,42,27
157,1,42,27
157,2,42,13
157,3,42,41
157,4,41,18
157,5,40,17
157,6,42,27
157,7,37,16
157,8,38,2
157,9,43,39
157,10,39,10
157,11,42,28
158,-1,40,20
158,0,42,26
158,1,42,28
158,2,42,12
158,3,42,42
158,4,40,18
158,5,39,17
158,6,41,27
158,7,37,15
158,8,38,3
158,9,43,40
158,10,40,10
158,11,43,28
159,-1,40,19
159,0,41,26
159,1,42,27
159,2,42,11
159,3,42,41
159,4,39,18
159,5,38,17
159,6,42,27
159,7,36,15
159,8,39,3
159,9,43,41
159,10,40,9
159,11,43,29
160,-1,40,18
160,0,41,25
160,1,42,26
160,2,42,10
160,3,42,40
160,4,39,17
160,5,38,16
160,6,43,27
160,7,36,14
160,8,40,3
160,9,43,42
160,10,41,9
160,11,43,28
161,-1,40,18
161,0,41,26
161,1,42,25
161,2,42,9
161,3,42,39
161,4,39,16
161,5,37,16
161,6,42,27
161,7,36,13
161,8,41,3
161,9,44,42
161,10,41,10
161,11,42,28
162,-1,40,17
162,0,42,26
162,1,42,24
162,2,42,8
162,3,42,38
162,4,38,16
162,5,37,15
162,6,41,27
162,7,35,13
162,8,42,3
162,9,44,43
162,10,41,9
162,11,43,28
163,-1,40,16
163,0,42,27
163,1,42,23
163,2,43,8
163,3,42,37
163,4,38,15
163,5,36,15
163,6,41,26
163,7,34,13
163,8,43,3
163,9,44,44
163,10,42,9
163,11,43,29
164,-1,40,15
164,0,43,27
164,1,42,22
164,2,43,9
164,3,42,36
164,4,37,15
164,5,36,14
164,6,42,26
164,7,34,12
164,8,44,3
164,9,44,43
164,10,42,8
164,11,43,30
165,-1,40,14
165,0,42,27
165,1,42,23
165,2,43,8
165,3,42,35
165,4,37,14
165,5,35,14
165,6,42,27
165,7,33,12
165,8,45,3
165,9,44,44
165,10,42,7
165,11,44,30
166,-1,40,14
166,0,41,27
166,1,42,22
166,2,43,9
166,3,42,34
166,4,36,14
166,5,35,13
166,6,41,27
166,7,33,13
166,8,46,3
166,9,43,44
166,10,43,7
166,11,44,31
167,-1,40,15
167,0,42,27
167,1,42,21
167,2,43,8
167,3,43,34
167,4,36,13
167,5,35,14
167,6,42,27
167,7,33,12
167,8,47,3
167,9,43,45
167,10,42,7
167,11,44,32
168,-1,40,16
168,0,43,27
168,1,41,21
168,2,43,7
168,3,43,33
168,4,36,14
168,5,35,15
168,6,43,27
168,7,33,11
168,8,48,3
168,9,42,45
168,10,43,7
168,11,43,32
169,-1,40,17
169,0,42,27
169,1,41,20
169,2,43,6
169,3,42,33
169,4,36,15
169,5,35,14
169,6,42,27
169,7,32,11
169,8,47,3
169,9,42,46
169,10,44,7
169,11,43,33
170,-1,40,18
170,0,41,27
170,1,41,19
170,2,44,6
170,3,42,32
170,4,36,16
170,5,35,15
170,6,41,27
170,7,32,10
170,8,46,3
170,9,42,45
170,10,44,6
170,11,43,34
171,-1,40,19
171,0,42,27
171,1,41,18
171,2,44,5
171,3,43,32
171,4,35,16
171,5,35,14
171,6,42,27
171,7,31,10
171,8,47,3
171,9,42,46
171,10,44,5
171,11,43,35
172,-1,40,20
172,0,43,27
172,1,41,17
172,2,45,5
172,3,42,32
172,4,35,17
172,5,35,13
172,6,43,27
172,7,31,9
172,8,48,3
172,9,41,46
172,10,45,5
172,11,43,36
173,-1,40,21
173,0,42,27
173,1,41,16
173,2,45,4
173,3,42,31
173,4,35,18
173,5,34,13
173,6,42,27
173,7,32,9
173,8,47,3
173,9,41,47
173,10,45,4
173,11,43,35
174,-1,40,22
174,0,41,27
174,1,41,15
174,2,46,4
174,3,42,30
174,4,35,19
174,5,34,12
174,6,41,27
174,7,31,9
174,8,46,3
174,9,40,47
174,10,46,4
174,11,43,36
175,-1,40,23
175,0,42,27
175,1,41,14
175,2,47,4
175,3,42,29
175,4,35,20
175,5,33,12
175,6,42,27
175,7,30,9
175,8,47,3
175,9,39,47
175,10,46,3
175,11,43,37
176,-1,40,24
176,0,43,27
176,1,41,13
176,2,47,3
176,3,42,28
176,4,36,20
176,5,32,12
176,6,42,28
176,7,31,9
176,8,48,3
176,9,40,47
176,10,47,3
176,11,43,38
177,-1,40,25
177,0,42,27
177,1,41,12
177,2,48,3
177,3,42,29
177,4,36,21
177,5,32,11
177,6,42,27
177,7,30,9
177,8,47,3
177,9,41,47
177,10,48,3
177,11,43,39
178,-1,40,26
178,0,41,27
178,1,41,11
178,2,47,3
178,3,42,28
178,4,37,21
178,5,32,10
178,6,42,26
178,7,30,8
178,8,46,3
178,9,41,46
178,10,47,3
178,11,43,40
179,-1,40,27
179,0,42,27
179,1,41,10
179,2,46,3
179,3,42,27
179,4,37,22
179,5,31,10
179,6,42,27
179,7,29,8
179,8,47,3
179,9,41,47
179,10,48,3
179,11,43,41
180,-1,40,28
180,0,42,26
180,1,41,9
180,2,47,3
180,3,42,26
180,4,38,22
180,5,31,9
180,6,42,26
180,7,29,7
180,8,48,3
180,9,42,47
180,10,47,3
180,11,44,41
181,-1,40,29
181,0,42,27
181,1,41,8
181,2,48,3
181,3,42,27
181,4,38,23
181,5,30,9
181,6,42,27
181,7,28,7
181,8,49,3
181,9,41,47
181,10,46,3
181,11,44,42
182,-1,40,30
182,0,41,27
182,1,42,8
182,2,47,3
182,3,42,28
182,4,39,23
182,5,30,8
182,6,42,28
182,7,27,7
182,8,48,3
182,9,40,47
182,10,47,3
182,11,44,43
183,-1,40,31
183,0,42,27
183,1,42,7
183,2,46,3
183,3,42,27
183,4,39,24
183,5,29,8
183,6,42,27
183,7,27,6
183,8,47,3
183,9,39,47
183,10,47,4
183,11,44,44
184,-1,40,32
184,0,43,27
184,1,43,7
184,2,47,3
184,3,42,26
184,4,40,24
184,5,29,7
184,6,42,26
184,7,27,5
184,8,47,4
184,9,40,47
184,10,47,3
184,11,43,44
185,-1,40,33
185,0,42,27
185,1,43,8
185,2,48,3
185,3,42,27
185,4,40,25
185,5,28,7
185,6,42,27
185,7,26,5
185,8,47,3
185,9,41,47
185,10,47,2
185,11,42,44
186,-1,40,34
186,0,41,27
186,1,43,7
186,2,47,3
186,3,42,28
186,4,41,25
186,5,28,6
186,6,42,28
186,7,26,4
186,8,48,3
186,9,40,47
186,10,47,3
186,11,42,43
187,-1,40,34
187,0,41,26
187,1,44,7
187,2,46,3
187,3,42,27
187,4,41,26
187,5,27,6
187,6,42,27
187,7,26,3
187,8,47,3
187,9,39,47
187,10,47,4
187,11,42,44
188,-1,40,35
188,0,42,26
188,1,44,6
188,2,47,3
188,3,42,26
188,4,42,26
188,5,27,5
188,6,42,26
188,7,26,4
188,8,46,3
188,9,40,47
188,10,47,3
188,11,42,45
189,-1,40,36
189,0,42,27
189,1,44,5
189,2,48,3
189,3,42,27
189,4,42,25
189,5,26,5
189,6,42,27
189,7,26,3
189,8,47,3
189,9,41,47
189,10,47,2
189,11,42,46
190,-1,41,37
190,0,42,28
190,1,45,5
190,2,47,3
190,3,42,28
190,4,42,26
190,5,26,4
190,6,42,28
190,7,26,4
190,8,48,3
190,9,40,47
190,10,47,3
190,11,41,46
191,-1,41,38
191,0,42,27
191,1,44,5
191,2,46,3
191,3,42,27
191,4,42,27
191,5,26,3
191,6,42,27
191,7,26,5
191,8,49,3
191,9,41,47
191,10,47,4
191,11,41,47
192,-1,41,39
192,0,42,26
192,1,45,5
192,2,47,3
192,3,43,27
192,4,42,28
192,5,26,4
192,6,43,27
192,7,26,4
192,8,48,3
192,9,40,47
192,10,47,3
192,11,40,47
193,-1,41,40
193,0,42,27
193,1,45,4
193,2,48,3
193,3,43,28
193,4,43,28
193,5,26,5
193,6,42,27
193,7,26,3
193,8,47,3
193,9,39,47
193,10,47,2
193,11,40,46
194,-1,41,41
194,0,42,28
194,1,46,4
194,2,47,3
194,3,42,28
194,4,42,28
194,5,26,4
194,6,41,27
194,7,26,4
194,8,46,3
194,9,39,48
194,10,47,3
194,11,40,47
195,-1,41,42
195,0,42,27
195,1,47,4
195,2,46,3
195,3,42,29
195,4,42,27
195,5,27,4
195,6,42,27
195,7,26,5
195,8,47,3
195,9,39,47
195,10,47,4
195,11,40,48
196,-1,41,43
196,0,42,26
196,1,47,3
196,2,47,3
196,3,42,28
196,4,42,26
196,5,26,4
196,6,43,27
196,7,26,4
196,8,48,3
196,9,40,47
196,10,47,3
196,11,40,47
197,-1,41,44
197,0,42,27
197,1,47,2
197,2,48,3
197,3,42,27
197,4,42,25
197,5,25,4
197,6,42,27
197,7,26,3
197,8,49,3
197,9,41,47
197,10,47,2
197,11,40,46
198,-1,41,45
198,0,42,28
198,1,47,3
198,2,48,2
198,3,42,26
198,4,42,26
198,5,26,4
198,6,41,27
198,7,25,3
198,8,49,2
198,9,41,48
198,10,47,3
198,11,40,47
199,-1,41,46
199,0,42,27
199,1,47,4
199,2,48,3
199,3,42,27
199,4,42,27
199,5,27,4
199,6,42,27
199,7,26,3
199,8,48,2
199,9,41,49
199,10,47,4
199,11,40,46
200,-1,41,47
200,0,42,26
200,1,47,3
200,2,47,3
200,3,42,28
200,4,42,28
200,5,26,4
200,6,43,27
200,7,26,4
200,8,48,3
200,9,40,49
200,10,47,3
200,11,40,47
201,-1,41,48
201,0,42,27
201,1,47,2
201,2,46,3
201,3,42,27
201,4,42,27
201,5,25,4
201,6,42,27
201,7,26,5
201,8,47,3
201,9,40,48
201,10,48,3
201,11,40,48
202,-1,41,47
202,0,42,28
202,1,47,3
202,2,47,3
202,3,42,26
202,4,42,26
202,5,26,4
202,6,41,27
202,7,26,4
202,8,46,3
202,9,40,47
202,10,47,3
202,11,40,47
203,-1,41,47
203,0,41,28
203,1,47,4
203,2,48,3
203,3,42,27
203,4,42,27
203,5,27,4
203,6,42,27
203,7,26,3
203,8,47,3
203,9,40,46
203,10,46,3
203,11,40,48
204,-1,41,48
204,0,41,27
204,1,47,3
204,2,47,3
204,3,42,26
204,4,42,28
204,5,26,4
204,6,41,27
204,7,26,4
204,8,48,3
204,9,41,46
204,10,47,3
204,11,40,47
205,-1,41,47
205,0,42,27
205,1,47,2
205,2,46,3
205,3,42,27
205,4,42,27
205,5,25,4
205,6,42,27
205,7,26,5
205,8,47,3
205,9,41,47
205,10,48,3
205,11,40,46
206,-1,41,47
206,0,43,27
206,1,47,3
206,2,45,3
206,3,42,28
206,4,42,28
206,5,26,4
206,6,43,27
206,7,26,4
206,8,46,3
206,9,40,47
206,10,47,3
206,11,40,47
207,-1,41,48
207,0,43,28
207,1,47,4
207,2,46,3
207,3,42,27
207,4,43,28
207,5,27,4
207,6,42,27
207,7,26,3
207,8,47,3
207,9,39,47
207,10,46,3
207,11,40,48
208,-1,41,47
208,0,42,28
208,1,47,3
208,2,47,3
208,3,42,28
208,4,43,29
208,5,26,4
208,6,41,27
208,7,26,4
208,8,48,3
208,9,40,47
208,10,47,3
208,11,40,47
209,-1,41,46
209,0,41,28
209,1,47,4
209,2,48,3
209,3,42,27
209,4,43,28
209,5,25,4
209,6,42,27
209,7,26,5
209,8,47,3
209,9,41,47
209,10,48,3
209,11,40,46
210,-1,41,47
210,0,41,27
210,1,47,3
210,2,47,3
210,3,42,26
210,4,42,28
210,5,26,4
210,6,43,27
210,7,26,4
210,8,46,3
210,9,40,47
210,10,47,3
210,11,40,47
211,-1,41,47
211,0,41,26
211,1,46,3
211,2,47,4
211,3,42,27
211,4,42,29
211,5,26,5
211,6,43,26
211,7,26,3
211,8,47,3
211,9,39,47
211,10,46,3
211,11,39,47
212,-1,41,46
212,0,41,25
212,1,47,3
212,2,47,3
212,3,42,28
212,4,42,30
212,5,26,6
212,6,43,25
212,7,26,4
212,8,48,3
212,9,40,47
212,10,47,3
212,11,40,47
213,-1,41,46
213,0,40,25
213,1,46,3
213,2,47,4
213,3,42,27
213,4,42,31
213,5,26,7
213,6,43,24
213,7,26,5
213,8,47,3
213,9,40,46
213,10,48,3
213,11,40,46
214,-1,41,47
214,0,40,24
214,1,45,3
214,2,47,3
214,3,42,28
214,4,42,32
214,5,25,7
214,6,43,23
214,7,26,4
214,8,46,3
214,9,40,47
214,10,47,3
214,11,40,47
215,-1,41,47
215,0,40,23
215,1,44,3
215,2,47,2
215,3,42,27
215,4,42,33
215,5,25,8
215,6,43,22
215,7,26,3
215,8,47,3
215,9,40,48
215,10,46,3
215,11,40,48
216,-1,41,47
216,0,40,22
216,1,44,4
216,2,47,3
216,3,42,26
216,4,42,34
216,5,25,9
216,6,43,21
216,7,26,4
216,8,48,3
216,9,40,47
216,10,47,3
216,11,40,47
217,-1,41,46
217,0,40,21
217,1,43,4
217,2,47,4
217,3,42,27
217,4,42,35
217,5,25,10
217,6,43,20
217,7,26,5
217,8,47,3
217,9,40,46
217,10,48,3
217,11,41,47
218,-1,41,47
218,0,40,20
218,1,43,5
218,2,47,3
218,3,42,28
218,4,43,35
218,5,25,11
218,6,42,20
218,7,26,4
218,8,46,3
218,9,40,47
218,10,47,3
218,11,40,47
219,-1,40,47
219,0,40,19
219,1,42,5
219,2,47,2
219,3,42,27
219,4,42,35
219,5,25,12
219,6,42,21
219,7,26,3
219,8,47,3
219,9,40,48
219,10,46,3
219,11,39,47
220,-1,40,47
220,0,40,18
220,1,41,5
220,2,47,3
220,3,42,26
220,4,42,36
220,5,25,13
220,6,42,22
220,7,26,4
220,8,48,3
220,9,40,47
220,10,47,3
220,11,40,47
221,-1,41,47
221,0,40,17
221,1,42,5
221,2,47,4
221,3,42,27
221,4,42,37
221,5,25,14
221,6,42,23
221,7,26,5
221,8,47,3
221,9,40,46
221,10,48,3
221,11,41,47
222,-1,41,46
222,0,40,16
222,1,43,5
222,2,47,3
222,3,42,28
222,4,42,38
222,5,25,15
222,6,42,22
222,7,26,4
222,8,46,3
222,9,40,47
222,10,47,3
222,11,40,47
223,-1,41,46
223,0,40,17
223,1,43,4
223,2,47,2
223,3,42,27
223,4,42,39
223,5,25,16
223,6,42,23
223,7,26,3
223,8,47,3
223,9,40,48
223,10,46,3
223,11,39,47
224,-1,41,47
224,0,40,16
224,1,43,5
224,2,47,3
224,3,41,27
224,4,42,38
224,5,25,17
224,6,42,22
224,7,26,4
224,8,48,3
224,9,40,47
224,10,46,2
224,11,40,47
225,-1,41,47
225,0,40,15
225,1,42,5
225,2,47,4
225,3,42,27
225,4,42,37
225,5,25,16
225,6,42,23
225,7,27,4
225,8,49,3
225,9,40,46
225,10,47,2
225,11,41,47
226,-1,40,46
226,0,40,14
226,1,42,6
226,2,47,3
226,3,43,27
226,4,42,38
226,5,25,17
226,6,42,24
226,7,26,4
226,8,48,3
226,9,40,47
226,10,47,3
226,11,40,47
227,-1,40,47
227,0,40,13
227,1,41,6
227,2,47,2
227,3,42,27
227,4,42,39
227,5,25,18
227,6,42,25
227,7,25,4
227,8,47,3
227,9,40,48
227,10,47,4
227,11,39,47
228,-1,40,47
228,0,40,12
228,1,41,7
228,2,47,3
228,3,43,27
228,4,42,40
228,5,25,19
228,6,42,26
228,7,26,4
228,8,46,3
228,9,40,47
228,10,47,3
228,11,40,47
229,-1,41,46
229,0,40,13
229,1,40,7
229,2,47,4
229,3,42,27
229,4,42,41
229,5,25,18
229,6,42,27
229,7,26,3
229,8,47,3
229,9,40,46
229,10,47,2
229,11,41,47
230,-1,40,46
230,0,40,14
230,1,40,8
230,2,47,3
230,3,41,27
230,4,42,42
230,5,25,17
230,6,42,28
230,7,26,4
230,8,48,3
230,9,40,47
230,10,47,3
230,11,40,47
231,-1,40,46
231,0,40,15
231,1,39,8
231,2,47,2
231,3,42,27
231,4,42,43
231,5,25,16
231,6,42,29
231,7,26,5
231,8,47,3
231,9,39,47
231,10,48,3
231,11,39,47
232,-1,41,46
232,0,40,16
232,1,39,9
232,2,47,1
232,3,43,27
232,4,42,44
232,5,25,15
232,6,42,30
232,7,26,4
232,8,46,3
232,9,39,46
232,10,47,3
232,11,40,47
233,-1,40,47
233,0,39,16
233,1,39,10
233,2,46,1
233,3,42,27
233,4,42,45
233,5,24,15
233,6,42,31
233,7,26,3
233,8,47,3
233,9,40,46
233,10,46,3
233,11,41,47
234,-1,40,46
234,0,39,17
234,1,38,10
234,2,46,2
234,3,41,27
234,4,42,46
234,5,23,15
234,6,43,31
234,7,26,4
234,8,48,3
234,9,40,47
234,10,47,3
234,11,40,47
235,-1,41,46
235,0,39,18
235,1,37,10
235,2,47,2
235,3,42,27
235,4,41,46
235,5,23,14
235,6,43,32
235,7,26,5
235,8,47,3
235,9,40,48
235,10,48,3
235,11,39,47
236,-1,41,47
236,0,39,19
236,1,37,11
236,2,47,3
236,3,43,27
236,4,41,47
236,5,23,13
236,6,43,33
236,7,26,4
236,8,46,3
236,9,40,47
236,10,47,3
236,11,40,47
237,-1,40,47
237,0,39,20
237,1,36,11
237,2,47,4
237,3,42,27
237,4,40,47
237,5,23,12
237,6,43,34
237,7,26,3
237,8,47,3
237,9,40,46
237,10,46,3
237,11,41,47
238,-1,39,46
238,0,39,21
238,1,36,12
238,2,47,5
238,3,41,27
238,4,39,47
238,5,23,11
238,6,43,35
238,7,26,4
238,8,48,3
238,9,40,47
238,10,47,3
238,11,40,47
239,-1,40,46
239,0,39,22
239,1,35,12
239,2,47,4
239,3,42,27
239,4,40,47
239,5,23,10
239,6,43,34
239,7,26,5
239,8,49,3
239,9,40,48
239,10,48,3
239,11,39,47
240,-1,40,46
240,0,39,23
240,1,34,12
240,2,46,4
240,3,43,27
240,4,41,47
240,5,23,11
240,6,43,35
240,7,26,4
240,8,48,3
240,9,41,48
240,10,47,3
240,11,39,46
241,-1,39,46
241,0,39,24
241,1,35,12
241,2,45,4
241,3,42,27
241,4,40,47
241,5,24,11
241,6,42,35
241,7,26,3
241,8,47,3
241,9,41,47
241,10,46,3
241,11,40,46
242,-1,39,46
242,0,40,24
242,1,36,12
242,2,44,4
242,3,41,27
242,4,39,47
242,5,25,11
242,6,42,34
242,7,26,4
242,8,46,3
242,9,40,47
242,10,46,4
242,11,40,45
243,-1,40,46
243,0,39,24
243,1,35,12
243,2,43,4
243,3,42,27
243,4,40,47
243,5,25,10
243,6,42,35
243,7,27,4
243,8,47,3
243,9,39,47
243,10,46,3
243,11,40,46
244,-1,39,46
244,0,40,24
244,1,34,12
244,2,43,5
244,3,43,27
244,4,41,47
244,5,25,9
244,6,42,36
244,7,26,4
244,8,48,3
244,9,40,47
244,10,47,3
244,11,40,47
245,-1,39,46
245,0,40,25
245,1,35,12
245,2,42,5
245,3,42,27
245,4,40,47
245,5,25,8
245,6,42,37
245,7,25,4
245,8,47,3
245,9,41,47
245,10,48,3
245,11,40,48
246,-1,40,46
246,0,41,25
246,1,36,12
246,2,42,6
246,3,42,28
246,4,39,47
246,5,25,7
246,6,42,38
246,7,26,4
246,8,46,3
246,9,40,47
246,10,47,3
246,11,40,47
247,-1,40,46
247,0,42,25
247,1,35,12
247,2,41,6
247,3,41,28
247,4,40,47
247,5,25,6
247,6,42,39
247,7,27,4
247,8,47,3
247,9,39,47
247,10,46,3
247,11,40,46
248,-1,40,46
248,0,41,25
248,1,34,12
248,2,41,7
248,3,41,27
248,4,41,47
248,5,25,5
248,6,42,40
248,7,26,4
248,8,48,3
248,9,40,47
248,10,47,3
248,11,40,47
249,-1,39,46
249,0,41,26
249,1,35,12
249,2,42,7
249,3,42,27
249,4,41,48
249,5,25,4
249,6,42,41
249,7,25,4
249,8,47,3
249,9,41,47
249,10,48,3
249,11,40,48
250,-1,38,46
250,0,42,26
250,1,36,12
250,2,41,7
250,3,43,27
250,4,40,48
250,5,26,4
250,6,42,40
250,7,26,4
250,8,46,3
250,9,40,47
250,10,47,3
250,11,40,47
251,-1,39,46
251,0,42,27
251,1,35,12
251,2,40,7
251,3,42,27
251,4,40,47
251,5,27,4
251,6,42,41
251,7,27,4
251,8,47,3
251,9,40,48
251,10,46,3
251,11,40,46
252,-1,39,46
252,0,42,28
252,1,34,12
252,2,40,8
252,3,41,27
252,4,40,46
252,5,28,4
252,6,42,42
252,7,26,4
252,8,48,3
252,9,40,47
252,10,47,3
252,11,40,45
253,-1,38,46
253,0,42,27
253,1,35,12
253,2,39,8
253,3,42,27
253,4,40,47
253,5,27,4
253,6,43,42
253,7,26,5
253,8,47,3
253,9,40,46
253,10,48,3
253,11,40,46
254,-1,39,46
254,0,42,26
254,1,36,12
254,2,39,9
254,3,43,27
254,4,40,48
254,5,26,4
254,6,43,43
254,7,26,4
254,8,46,3
254,9,40,47
254,10,47,3
254,11,40,47
255,-1,40,46
255,0,42,27
255,1,36,11
255,2,38,9
255,3,42,27
255,4,40,47
255,5,25,4
255,6,43,44
255,7,26,3
255,8,47,3
255,9,40,48
255,10,46,3
255,11,40,48
256,-1,41,46
256,0,43,27
256,1,36,12
256,2,38,10
256,3,41,27
256,4,40,46
256,5,26,4
256,6,43,45
256,7,26,4
256,8,48,3
256,9,40,47
256,10,47,3
256,11,39,48
257,-1,40,47
257,0,42,27
257,1,35,12
257,2,37,10
257,3,42,27
257,4,40,47
257,5,27,4
257,6,42,45
257,7,26,5
257,8,47,3
257,9,40,46
257,10,48,3
257,11,39,47
258,-1,40,47
258,0,42,28
258,1,34,12
258,2,37,11
258,3,43,27
258,4,41,47
258,5,28,4
258,6,42,46
258,7,26,6
258,8,46,3
258,9,40,47
258,10,47,3
258,11,40,47
259,-1,40,46
259,0,42,27
259,1,35,12
259,2,36,11
259,3,44,27
259,4,42,47
259,5,27,4
259,6,41,46
259,7,26,5
259,8,47,3
259,9,40,48
259,10,46,3
259,11,41,47
260,-1,40,47
260,0,42,26
260,1,36,12
260,2,36,12
260,3,43,27
260,4,41,47
260,5,26,4
260,6,41,47
260,7,26,4
260,8,48,3
260,9,40,47
260,10,47,3
260,11,41,46
261,-1,40,46
261,0,42,27
261,1,35,12
261,2,35,12
261,3,42,27
261,4,40,47
261,5,27,4
261,6,41,46
261,7,26,3
261,8,47,3
261,9,40,46
261,10,48,3
261,11,41,47
262,-1,40,46
262,0,42,28
262,1,34,12
262,2,34,12
262,3,42,26
262,4,39,47
262,5,26,4
262,6,41,47
262,7,26,4
262,8,46,3
262,9,40,47
262,10,47,3
262,11,42,47
263,-1,41,47
263,0,42,27
263,1,35,12
263,2,35,12
263,3,42,27
263,4,40,47
263,5,25,4
263,6,41,48
263,7,26,5
263,8,46,2
263,9,40,48
263,10,46,3
263,11,41,47
264,-1,40,47
264,0,42,26
264,1,36,12
264,2,35,13
264,3,42,28
264,4,41,47
264,5,26,4
264,6,41,47
264,7,26,4
264,8,47,2
264,9,40,47
264,10,46,4
264,11,40,47
265,-1,41,46
265,0,42,27
265,1,35,12
265,2,35,12
265,3,42,29
265,4,40,47
265,5,27,4
265,6,40,47
265,7,26,3
265,8,47,3
265,9,40,46
265,10,46,3
265,11,39,47
266,-1,41,47
266,0,42,28
266,1,35,11
266,2,35,11
266,3,42,28
266,4,39,47
266,5,26,4
266,6,40,46
266,7,26,2
266,8,47,4
266,9,40,47
266,10,47,3
266,11,40,47
267,-1,40,47
267,0,42,27
